City,State,Population over 16 Years,Labor Force,Civilian Labor Force,Employed,Unemployed,Armed Forces,Not In Labor Force,Female Population,Female Labor Force,Female Civilian Labor Force,Female Employed,Have Children Under 6 Years,Have Children Under 6 Years And All Parents in Labor Force,Have Children Between 6 And 17 Years,Have Children Between 6 And 17 Years And All Parents In Labor Force,DP03_0018E,Commute Via Personal Vehicle,Commute Via Carpool,Commute Via Public Transportation,Commute Via Foot,Commute Via Other Means,Worked From Home,Mean Travel Time In Minutes,DP03_0026E,Occupation Management Business Science and Arts,Occupation Service,Occupation Sales and Office,Occupation Natural Resources Construction And Maintenance,Occupation Production Transportation and Material Moving,DP03_0032E,Industry Agriculture Forestry Fishing Hunting And Mining,Industry Construction,Industry Manufacturing,Industry Wholesale,Industry Retail,Industry Transportation Warehousing and Utilities,Industry Information,Industry Finance Insurance Real Estate Rental and Leasing,Industry Professional Scientific Management Administrative and Waste,Industry Educational Health Care And Social Assistance,Industry Arts Entertainment Recreation Accomodation And Food Services,Industry Other Services,Industry Public Administration,DP03_0046E,DP03_0047E,DP03_0048E,DP03_0049E,DP03_0050E,Total Households,Total Household Income Less than $10K,Total Household Income $10K-$15K,Total Household Income $15K-$25K,Total Household Income $25K-$35K,Total Household Income $35K-$50K,Total Household Income $50K-$75K,Total Household Income $75K-$100K,Total Household Income $100K-$150K,Total Household Income $150K-$200K,Total Household Income $200K Or More,Median Household Income,Mean Household Income,With Earnings,Mean Earnings,With Social Security,Mean Social Security Income,With Retirement Earnings,Mean Retirements Income,With Supplemental Income,Mean Supplemental Income,With Cash Public Assistance,Mean Cash Public Assistance Income,With Food Stamp/SNAP Benefits In The Past 12 Months,DP03_0075E,DP03_0076E,DP03_0077E,DP03_0078E,DP03_0079E,DP03_0080E,DP03_0081E,DP03_0082E,DP03_0083E,DP03_0084E,DP03_0085E,Median Family Income,Mean Family Income,Per Capita Income,DP03_0089E,Median Nonfamily Income,Mean Nonfamily Income,Median Earnings for Workers,Median Earnings for Full Time Males,Median Earnings for Full Time Females,DP03_0095E,DP03_0096E,DP03_0097E,DP03_0098E,DP03_0099E,DP03_0100E,DP03_0101E,DP03_0102E,DP03_0103E,DP03_0104E,DP03_0105E,DP03_0106E,DP03_0107E,DP03_0108E,DP03_0109E,DP03_0110E,DP03_0111E,DP03_0112E,DP03_0113E,DP03_0114E,DP03_0115E,DP03_0116E,DP03_0117E,DP03_0118E
Pittsburgh,PA,1933535,1220643,1219034,1166352,52682,1609,712892,1001888,580364,580262,556911,135872,98464,276062,199778,1142265,855795,95167,69104,40538,15187,66474,27.7,1166352,510789,186323,241722,90766,136752,1166352,12944,73037,114986,29448,130309,72430,19110,86181,133603,310019,95513,55597,33175,1166352,995456,116722,51470,2704,1028436,64830,42686,88474,90036,128817,179728,134006,161162,68027,70670,62638,86458,761766,89715,373877,20341,294746,23135,59434,9997,30331,1959,132919,595212,19561,10066,26353,35090,59599,105553,93235,128048,56838,60869,85283,109674,38400,433224,37386,51925,39955,59335,45402,2292222,2201419,1743671,838373,90803,461042,9318,1369616,1095900,1050187,990774,923371,93309,59413,45713,38370,20091,20078,7343,273716,259379,159407,123841,14337
Pittsfield,MA,106770,66944,66929,64358,2571,15,39826,55344,33682,33667,32652,6108,4963,12472,9030,62082,44944,6969,1299,4839,314,3717,19.2,64358,26818,13097,12117,5256,7070,64358,449,3597,4992,1358,8416,2125,1647,2688,7156,21208,5788,2941,1993,64358,51068,7500,5670,120,53792,2365,2934,5576,4738,6403,10309,5921,7916,4429,3201,58895,83502,38428,80798,22693,19810,17474,27216,3200,9686,2368,2102,7220,31591,924,682,1965,2166,3112,6314,4131,6178,3590,2529,78546,102209,36759,22201,37146,53987,33260,59742,42362,122886,119321,87024,58330,3565,22251,313,71242,58089,56024,53592,45454,10989,2432,2065,1761,767,1128,304,13153,12653,6727,7571,500
Plattsburgh,NY,67838,36528,36528,35382,1146,0,31310,32839,17463,17463,17023,3975,3019,8872,6233,34800,29195,3118,64,1193,164,1066,19.1,35382,12335,7914,6940,3474,4719,35382,662,2471,3288,665,4807,1460,833,877,2356,11183,2209,1445,3126,35382,25738,7974,1618,52,31422,2948,1048,2338,2785,3617,6871,4620,4130,2161,904,60198,81738,21926,75816,11740,19731,11042,45056,2077,9752,1549,1635,5339,18148,1331,158,400,986,1505,4405,3429,3445,1703,786,78004,104381,32638,13274,35514,46498,32998,50442,42450,75751,73266,51424,34104,2485,14540,349,47560,33487,32396,30729,26313,5205,1667,1091,1091,593,569,0,14073,13604,7293,7810,469
Pocatello,ID,72952,46097,46051,44206,1845,46,26855,36877,22560,22560,21653,8349,6036,14366,10625,42811,33421,5268,282,1064,492,2284,21,44206,15958,8616,8970,4290,6372,44206,1214,3047,4209,1349,4644,2176,210,2489,3707,13019,4999,1409,1734,44206,33130,8013,2993,70,34540,1905,1824,4027,4087,4862,6614,3815,4985,1792,629,51612,65240,26518,63224,10665,22271,8219,23366,2202,12210,797,1401,3238,22226,602,293,2086,2248,2752,4557,3198,4455,1482,553,65904,78164,25010,12314,31919,39599,26731,43314,36904,93465,83829,67166,30305,9636,26008,1571,53929,42134,40590,34882,32875,2926,5708,1544,867,680,501,677,11795,10215,7281,4909,1580
Ponce,PR,182441,72957,72957,61530,11427,0,109484,95723,34076,34076,28735,9952,5276,30225,18147,60166,50435,5260,189,2009,1053,1220,25.6,61530,19723,14346,13323,6321,7817,61530,1827,4457,6573,974,8353,1551,293,1769,5104,16770,5884,3146,4829,61530,44390,12132,4769,239,80104,27198,11150,13060,8741,9102,5683,1936,2002,632,600,16061,26976,41229,32633,34873,12934,13802,15321,744,11016,7766,2515,43354,54324,14954,7146,8901,7210,7267,4715,1404,1797,404,526,20683,30707,10892,25780,9517,16681,15008,21082,23119,214397,203637,70025,144478,10760,43262,1164,125291,68348,57523,52822,32168,21838,4701,10825,9942,2152,8113,883,56943,53062,12173,41822,3881
Port Angeles,WA,65714,31707,31347,28928,2419,360,34007,33239,14642,14642,13766,4120,2058,7792,5581,27796,19391,3297,429,961,802,2916,22.7,28928,9759,8325,4740,3157,2947,28928,1838,1820,1665,582,3344,1266,254,566,2335,7671,3727,1921,1939,28928,19589,6081,2774,484,33022,2669,985,3511,2489,4790,5762,5736,4717,1694,669,57126,68019,20234,61025,16296,20815,13725,34237,2763,8747,733,2432,4885,21506,1039,154,1353,1585,3526,4107,3673,3824,1832,413,66844,78001,29597,11516,30853,42216,30939,48770,36907,76158,70707,44672,43382,5451,13347,644,39552,27006,24804,21478,17494,4939,3326,2202,2100,1177,989,102,12546,11360,5715,6625,1186
Portland,ME,452339,305091,303736,294663,9073,1355,147248,235457,147104,147015,142341,28153,18858,65558,49037,289572,224491,25982,3032,11284,4688,20095,25.6,294663,132137,47760,59847,25144,29775,294663,4423,19823,26168,6445,35674,11373,4842,23198,33755,79887,26378,11838,10859,294663,236562,36351,21270,480,226904,9309,6195,16699,19132,25701,41364,32642,40388,17267,18207,71913,93583,174881,92461,82337,19945,63767,27128,10766,11244,4414,3476,18765,135122,1881,1170,5502,6473,11661,24776,23157,31287,13822,15393,91427,114744,40148,91782,44490,59514,40028,57159,43142,532561,502753,406453,177544,29808,104147,3032,322210,269972,263144,242668,230180,21457,20476,6828,5799,3377,2597,1029,52238,47000,29905,22918,5238
Portland,OR,2027439,1353416,1350642,1291570,59072,2774,674023,1030874,635234,635095,607405,160047,108166,341653,237875,1270095,884803,110555,85160,44900,42773,101904,26.8,1291570,567840,215412,254789,94014,159515,1291570,16129,81851,156458,37347,141418,70857,23760,79542,170986,290644,116743,57730,48105,1291570,1050917,158563,78134,3956,964554,44901,27545,55277,62630,102398,168714,133800,183065,90650,95574,78439,102007,770820,102345,269513,20839,222962,30709,42862,10098,30604,3041,96387,598543,14128,7564,22977,30499,52744,95216,89120,134018,73000,79277,95851,119754,40526,366011,51848,68075,41228,61998,50625,2475479,2309668,1816093,787628,165811,551508,20382,1544860,1252208,1199641,1100217,1019252,113722,99424,52567,41531,25679,17874,11036,292652,260708,163070,119414,31944
Port St. Lucie,FL,408978,229015,228219,218195,10024,796,179963,209854,109031,108848,104324,25791,18310,61265,44647,216884,173766,19496,1292,3472,4708,14150,28.3,218195,78319,44090,51576,22177,22033,218195,1588,21986,11505,4865,32553,12942,2518,12881,25200,47856,22145,13938,8218,218195,182027,23668,11743,757,181914,7596,8720,15135,19368,22405,34129,25814,27550,11458,9739,62608,86108,118874,80669,85246,22162,59835,30584,10169,12432,6867,2427,19763,117433,3141,1750,5337,11321,13253,22904,20155,21755,10057,7760,76011,99697,34456,64481,35803,57699,31444,46510,36158,483371,423305,310511,198705,60066,93891,8685,258379,201404,193770,158528,148693,14553,35242,7634,4609,3064,2026,3025,56975,44972,28461,20589,12003
Portsmouth,OH,60956,29928,29928,27759,2169,0,31028,31319,14725,14725,13447,5578,3328,10042,5784,27569,23779,1794,24,478,48,1446,28.1,27759,9790,4919,4774,2849,5427,27759,386,2504,2980,326,3021,2133,95,889,2033,7857,2823,1476,1236,27759,22238,4027,1494,0,29319,2905,2594,3095,2373,4538,4213,4661,3131,1133,676,45571,60213,20002,63445,12406,16260,8532,23200,3503,8288,398,1605,8152,19559,2042,792,1686,1558,2426,2523,3862,2861,1210,599,60373,71290,23299,9760,28479,34773,34400,56524,40809,72609,68002,42352,35068,4607,16946,316,42599,28103,25982,24303,21218,4315,1679,2121,1483,347,1136,638,14496,12522,5101,8605,1974
Pottsville,PA,117041,66855,66797,63616,3181,58,50186,56963,30529,30509,29261,7412,5295,17902,13125,62849,52849,6223,135,1571,539,1532,27.4,63616,18915,11117,10584,6827,16173,63616,1316,4191,14277,1564,8668,3920,250,1788,4854,13834,2613,2977,3364,63616,52938,8547,2131,0,58242,2939,3538,6109,5334,7509,11987,8919,8169,2354,1384,56295,68557,40597,72121,23976,19802,17129,20855,3292,9961,2387,3698,9382,37730,1587,490,1918,2632,5742,8608,6923,6908,1920,1002,67787,77863,28227,20512,27337,44737,36425,51544,37923,134036,128665,98831,54183,5371,29218,1156,76872,60608,57868,55373,51411,5188,2495,2740,2233,606,1667,507,16264,15117,8185,8930,1147
Poughkeepsie,NY,545823,346845,341813,331102,10711,5032,198978,275073,166781,166265,160260,45906,30229,99785,71598,329995,248659,25709,17551,10790,5242,22044,34,331102,134171,63797,69261,29593,34280,331102,3702,21385,19093,9139,37541,21244,5656,18754,36194,98278,26226,16534,17356,331102,256663,58431,15323,685,241950,11840,9032,18173,13318,21271,34597,30866,48719,25116,29018,85152,108496,190181,109375,82727,20981,69074,31284,11717,11133,4492,2573,21877,164998,4316,2741,8598,7558,12318,20453,22899,39334,21687,25094,104062,126587,39492,76952,46426,64992,41420,64235,52128,660541,630211,485903,228219,30330,161989,4734,393869,310744,301609,282360,251096,37293,19249,9135,7992,4778,3588,1143,83125,78636,47333,37547,4489
Prescott Valley,AZ,202628,98069,98069,93799,4270,0,104559,104086,48468,48468,46070,9178,6033,23470,16202,90859,67123,9567,152,2292,2239,9486,23.3,93799,32935,22355,18246,11484,8779,93799,2613,9847,5168,1034,11902,3319,924,4521,8823,22592,11267,7429,4360,93799,69582,12603,11106,508,102784,5685,5142,11048,9695,16055,21693,11775,12374,4359,4958,53816,71282,61930,66832,55728,21714,38369,28943,4061,10077,1427,1470,7509,62990,2344,1267,4008,4917,8695,14361,9248,9851,3949,4350,68513,86140,32187,39794,34253,44501,27715,44042,39296,233842,208801,143927,117678,25041,41452,4066,115674,82897,79181,63287,54009,11925,15894,3716,3041,1675,1553,675,32777,28389,17094,14412,4388
Providence,RI,1345769,875104,871420,835183,36237,3684,470665,697044,426181,425542,412318,96197,73369,210674,165355,820031,661395,69733,23492,23071,9359,32981,27.2,835183,342774,154063,166804,66764,104778,835183,3692,55533,88006,21721,102021,38020,12376,51521,87252,227674,79791,34398,33178,835183,683825,110824,39003,1531,627702,36786,28775,51518,48082,66426,99291,83702,110775,53802,48545,70967,92191,472467,96032,214015,18814,156496,26455,43049,10499,22571,2922,92071,395399,13850,8838,17329,22206,38023,60116,59937,86235,44673,44192,89587,112459,37114,232303,37455,53312,40235,59187,49061,1603259,1543619,1152433,617040,59640,343057,6981,985384,787308,756634,717698,634447,103669,38936,30674,26552,15172,12047,4122,198076,189377,98462,113011,8699
Provo,UT,458749,327450,326641,315428,11213,809,131299,228488,141603,141455,135958,70602,29920,137704,77591,310602,224529,37391,8422,11028,5198,24034,22.1,315428,138427,46970,71419,23625,34987,315428,3069,22930,29965,7990,37612,9772,6608,19695,50124,80683,24610,13757,8613,315428,261825,39534,13546,523,182219,5025,3878,11643,13030,19454,33056,27813,39023,15577,13720,79152,98760,162461,94376,33824,22147,32084,27129,5648,9805,2731,2607,8095,148394,3445,2039,7792,8575,14895,26156,23340,35913,14602,11637,86327,105306,28474,33825,46295,62534,28678,61610,36863,645939,591699,524088,115412,54240,227617,16175,367091,295386,286439,259495,250260,14547,26944,8947,6987,5903,1142,1960,71705,62955,54567,11609,8750
Pueblo,CO,135419,74681,74277,69791,4486,404,60738,69812,35756,35577,33233,9936,5549,23307,14863,69022,54765,9815,88,1077,1095,2182,21.9,69791,23185,16592,15431,6265,8318,69791,1042,6309,4322,1113,8909,3411,1209,1540,6707,19324,7798,2685,5422,69791,52648,13407,3382,354,66111,5174,4175,6535,6945,9829,11602,9311,8286,2537,1717,51276,66317,46195,67430,22211,18629,20810,25152,5570,11102,2915,2633,12080,42573,1684,1874,3126,4164,6223,8143,6855,7170,1881,1453,61720,76698,26778,23538,32443,43638,31335,45535,38913,165345,153352,90839,85911,11993,39850,846,94636,68015,64026,56595,45736,13534,7431,3989,3016,1077,1975,973,26621,23878,10859,15335,2743
Punta Gorda,FL,168967,66227,66165,63569,2596,62,102740,87794,33330,33330,32198,5870,3491,14190,9635,62359,49027,4548,212,188,1963,6421,26.1,63569,19933,13194,16344,8641,5457,63569,28,8566,2064,1474,9563,3251,621,4448,6194,14642,5581,5277,1860,63569,53230,6654,3418,267,76589,3991,2860,10133,7635,11333,13418,9617,10597,3662,3343,54652,74773,37940,72269,49959,22638,37957,26498,3298,10222,1439,3315,5172,48134,1579,934,3188,3992,6844,9561,6984,9076,3098,2878,68349,90591,33407,28455,31723,45846,29965,42014,41240,186002,165722,115172,103290,20280,23424,2215,85730,56397,54231,43935,39170,5282,10296,2166,1288,399,963,878,29333,22730,13901,11147,6603
Quincy,IL,61444,38700,38700,36814,1886,0,22744,31571,19906,19906,18928,5907,4597,9544,7287,36469,30788,3038,257,921,174,1291,17.5,36814,12499,6413,7621,2455,7826,36814,1107,1875,3751,1216,5421,2631,699,1641,2325,10082,2237,2749,1080,36814,29482,4857,2426,49,30178,1993,1042,2417,2935,5346,5656,5049,3771,1217,752,53334,68470,21473,69965,11128,17604,8004,23009,1723,9523,704,3638,3819,19074,729,588,757,1627,2931,3308,4054,3400,1066,614,72500,79362,28484,11104,36498,46747,32130,42446,36362,74824,69544,48163,29584,5280,17721,654,43071,34943,33126,30184,27530,3254,2942,1817,1108,740,396,709,8128,7181,3548,4123,947
Racine,WI,156783,96980,96724,93186,3538,256,59803,78898,44857,44789,43567,13013,8281,29601,21775,91620,77632,8092,725,793,1118,3260,24.8,93186,30931,16461,18164,9323,18307,93186,518,7331,18428,3492,8866,4893,740,4181,7663,20155,10714,3698,2507,93186,81351,8743,3052,40,78905,3970,4145,7282,6470,11230,12255,10806,13752,5098,3897,60779,80173,59399,81901,26594,20057,20576,21150,5441,11929,1948,1739,11925,50644,2007,1737,2681,2876,5379,8233,8331,11090,4515,3795,80496,97513,31741,28261,36642,45662,37280,54852,47843,191234,179415,130965,72273,11819,46533,947,112332,86854,83875,77194,70756,8084,6681,2979,1987,1438,549,992,25478,22467,11156,12779,3011
Raleigh,NC,1099213,755877,754913,724327,30586,964,343336,568205,357591,357548,343021,98076,69645,218682,161264,713752,567115,52143,5463,7152,8792,73087,27.4,724327,361769,101872,142275,53961,64450,724327,2669,53038,62770,16472,72822,33286,17791,53780,134525,153156,57930,31726,34362,724327,589532,97095,36616,1084,519648,21523,12453,33329,37813,58796,82778,68522,97202,52575,54657,80096,104962,433865,105978,127250,20774,111252,27992,19220,10409,4160,2308,38026,353429,6770,5096,12861,20755,35024,50756,47252,77533,46156,51226,99031,124390,40209,166219,46800,59938,41855,61982,50456,1380286,1251863,1035194,349862,128423,355176,20485,854914,700404,674672,596383,577997,30465,78289,25732,18345,13951,5261,7387,154510,133672,99017,45565,20838
Rapid City,SD,113773,76182,74628,71782,2846,1554,37591,56202,36762,36676,35729,9294,6764,19877,15725,72401,59236,7224,229,712,668,4332,19.6,71782,25927,13651,16639,7281,8284,71782,2192,5360,4710,1878,8890,3888,947,5240,3727,18880,9493,2712,3865,71782,54266,13258,3897,361,56456,2405,3433,6970,5380,5891,10591,7644,9072,2588,2482,58361,75869,44271,71992,19425,18336,16658,25729,2443,9185,606,1560,5165,34672,487,566,1881,2047,3161,7770,6186,8002,2416,2156,81164,94522,31643,21784,28635,44663,30268,49270,35895,138355,123751,99955,46605,14604,33033,1842,79826,66437,64025,54121,51490,5998,9904,2412,1288,1033,255,1124,13389,11763,7700,5584,1626
Reading,PA,338456,221825,221195,210794,10401,630,116631,173567,105189,105018,100083,29559,21333,59328,45256,205718,167616,14982,2728,7263,4120,9009,25.1,210794,68715,37476,45263,19273,40067,210794,3529,13814,33427,5712,22639,15268,3522,11291,19438,50926,16180,9344,5704,210794,178607,23431,8586,170,154696,7807,4745,11996,11771,21209,27952,21052,29890,10202,8072,67708,84720,118557,85719,55998,21134,45071,21400,7396,9492,4287,1942,19623,105402,3663,1246,5145,5444,12514,20135,16093,25431,8711,7020,81575,97936,32252,49294,38557,49681,35957,51324,40907,415920,393303,296251,157193,22617,99330,4754,244690,200449,190824,179298,162537,21697,11526,9625,7403,3910,3882,2222,44241,40376,22308,21304,3865
Red Bluff,CA,51506,28097,28097,25424,2673,0,23409,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,25144,19644,3366,16,816,182,1120,27.4,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,25424,1508,1303,3079,148,3039,2270,206,1227,1217,7159,1765,573,1930,25424,17328,6237,1740,119,25310,2380,1020,3303,2353,3356,3635,3064,2874,2492,833,53475,70306,17200,70964,11209,18233,7259,34541,1762,9186,1717,2943,3670,17392,1058,422,1981,1866,1405,2280,2738,2637,2172,833,71428,84003,26932,7918,26347,31941,32473,45760,39523,64619,61402,37181,34564,3217,16007,94,35359,25789,23611,21904,18030,4107,1707,2178,1272,927,974,906,9570,9060,4459,5372,510
Redding,CA,145433,81465,81379,77273,4106,86,63968,74276,39182,39096,37608,11971,7948,24156,16049,75561,61817,7211,239,972,1017,4305,20.7,77273,30551,17628,14302,5459,9333,77273,1308,5741,5285,1741,8797,4098,1011,3596,6222,21269,8143,4557,5505,77273,56777,14447,5902,147,72714,3582,4316,8000,5174,9048,11733,10531,10635,5770,3925,63091,81663,49596,82858,30799,18165,20497,27804,4790,8833,2326,6284,7014,45286,1153,575,3665,2449,5082,8181,7447,8192,5046,3496,80765,99660,32864,27428,34208,48744,34203,56907,44954,178454,165812,108446,85944,12642,40725,1420,100303,74524,71080,62856,50955,14519,8224,3444,2779,1240,2018,665,25779,23569,11334,14458,2210
Reno,NV,385101,255856,255307,243079,12228,549,129245,190859,116324,116300,111499,30033,21280,65669,50620,239868,179934,31430,5198,6849,3453,13004,23.2,243079,82118,44115,55284,22688,38874,243079,1618,21866,19993,7262,28944,15546,3076,12069,28058,47287,33753,12895,10712,243079,199385,32874,10432,388,192402,7990,6989,15591,13040,21234,33972,28392,36694,13484,15016,72132,98210,150312,91928,58616,19130,49756,37004,6700,10358,4821,1873,17948,120271,1655,2155,5875,6770,10690,21772,21480,27050,10394,12430,86834,116475,39619,72131,45341,63332,37148,51723,42488,472445,428528,335300,145368,43917,106195,8035,286436,234257,223932,197307,184594,18447,26625,10325,8140,5455,3058,2185,52179,45491,30998,17951,6688
Richmond,IN,52863,33214,33214,31770,1444,0,19649,27863,15794,15794,15238,4631,2731,9012,6468,31268,23907,4256,224,785,446,1650,19.6,31770,9531,5170,6915,3157,6997,31770,481,1712,6912,658,3912,1449,488,1265,1260,8050,3102,1296,1185,31770,26196,3814,1638,122,27561,1357,1669,3688,2701,4877,5884,3133,2922,789,541,47944,61176,21146,58236,10292,19229,7213,18515,1583,11122,546,3705,3797,17967,957,829,1740,1158,2826,4303,2352,2589,713,500,58052,70938,26003,9594,34266,40203,28917,41772,30876,64326,55941,37165,26785,8385,15890,2251,36234,29284,28083,23755,20966,3989,4328,1201,608,191,417,593,6950,5737,2552,3746,1213
Rockford,IL,266125,171296,171256,159971,11285,40,94829,138316,80965,80965,76163,23825,17069,51275,36819,156577,130789,14961,1132,2342,2110,5243,23.8,159971,52309,27671,29290,13606,37095,159971,1551,8880,37764,4316,15433,10239,2050,4679,13376,37400,13584,6938,3761,159971,138543,15123,6188,117,133538,8230,5682,12800,12595,16212,25064,16688,22036,7957,6274,61078,77030,103403,76526,44461,20362,34436,26093,6436,10791,3634,2259,22081,88063,3597,2208,6071,6393,10502,16266,12994,16951,7391,5690,72411,89934,30798,45475,35144,47249,32338,52580,37777,332676,313890,224129,138799,18786,83636,1556,191284,153597,144006,133180,117212,20330,10826,9591,7726,3552,4357,1865,37687,33565,15914,20793,4122
Rocky Mount,NC,117897,68912,68912,62259,6653,0,48985,62220,34343,34343,30968,9542,8354,19097,14828,60813,52126,4325,175,554,879,2754,24.8,62259,18650,9945,13217,5510,14937,62259,1741,4624,11068,1587,8490,3846,467,3389,5729,10679,5523,2856,2260,62259,50992,7180,3564,523,58531,4498,3884,7700,6260,8492,11774,6380,6820,1645,1078,46466,62188,43220,56412,24023,19487,14422,31898,5055,10063,1053,3197,10119,41846,2285,1829,4185,4032,6195,9347,5932,5703,1407,931,55365,71693,26179,16685,25396,34329,30196,45527,36501,144089,130451,83932,68397,13638,34206,1655,82548,61742,56154,49412,44745,6817,6742,5588,3452,1870,1582,2136,20806,17701,8218,12080,3105
Rome,GA,78628,45418,45212,43328,1884,206,33210,41515,22909,22909,21938,6225,4009,14926,10819,42799,35016,4228,0,1678,632,1245,24.7,43328,12436,8765,7070,4559,10498,43328,120,3221,8719,1077,2861,2149,762,1496,2958,12179,3714,2089,1983,43328,34263,6504,2462,99,35443,2145,1453,4924,4023,4992,6405,4234,4574,1565,1128,50880,68905,25766,69217,13249,20099,8204,26793,2547,8730,873,3957,3182,23561,446,301,2029,2786,3184,5245,3168,3981,1498,923,63562,82097,25581,11882,26150,41271,27344,38517,32013,96115,81842,60150,35428,14273,24452,1644,55241,41809,40254,31707,30780,2332,8547,1555,755,511,314,800,13432,10261,5821,5602,3171
Roseburg,OR,92246,48685,48515,45270,3245,170,43561,47552,24339,24339,22590,6083,4880,13702,11186,44748,35593,5357,2,1312,193,2291,19.2,45270,13408,9750,8926,5544,7642,45270,2727,3343,4736,489,6008,1808,476,2142,2903,9800,7079,1564,2195,45270,34245,7622,3275,128,46186,2382,1450,4581,6579,8859,9240,5660,4556,1846,1033,48585,63462,30648,61711,22082,19668,16576,20276,2969,9937,1649,2949,8371,31396,730,491,2179,3760,6720,6166,4892,4049,1669,740,54865,70795,26360,14790,31947,43994,29646,42406,39953,110216,102877,62187,62108,7339,22115,379,58969,43499,40619,34952,28891,9136,5667,2880,2815,1695,1877,65,15470,14242,6456,9776,1228
Roswell,NM,49718,28853,28826,27434,1392,27,20865,25109,13637,13637,12804,4439,2659,11190,7118,26923,23234,2498,49,460,322,360,17.8,27434,8184,7536,5074,3213,3427,27434,2049,1403,1214,376,3326,1504,284,572,1550,7749,3143,2471,1793,27434,20468,5075,1891,0,24671,2253,1916,3357,2607,4143,3857,2386,2453,1256,443,42003,58875,18157,62726,8607,16285,4458,20626,1315,9321,509,1654,5302,16106,667,770,1908,1777,2940,2488,1950,2079,1197,330,49955,69923,22545,8565,25131,34779,27029,45016,30600,63475,57813,32221,33618,5662,18208,797,35175,25880,24556,21237,16300,6321,3319,1324,1174,548,756,150,9295,7899,2657,5619,1396
Russellville,AR,67778,37586,37586,35720,1866,0,30192,35777,17612,17612,17082,5483,2264,12840,8483,35252,29345,3500,486,621,401,899,20.1,35720,10311,6659,6950,3745,8055,35720,1098,2696,6625,460,4013,3724,299,1610,2039,7156,3983,1230,787,35720,29981,3957,1602,180,29438,1507,1646,4901,3427,4679,4261,2795,3900,1248,1074,44382,67082,21011,70874,10461,19238,8516,21226,2257,10856,549,-999999999,2555,19880,630,341,2303,1681,3288,3295,2547,3615,1168,1012,64403,82047,25238,9558,22749,33805,26565,49266,28881,84475,76650,47326,41324,7825,21175,2134,49893,34148,32709,28605,24842,5108,4104,1439,1013,510,571,426,15745,14605,6905,9330,1140
